/mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa /mnt/e/BMI3/upload_github/new_test/BMI3_miniproject-main/data/arabidopsis/chr1.fa
NUCMER

[S1]	[E1]	[S2]	[E2]	[LEN 1]	[LEN 2]	[% IDY]	[LEN R]	[LEN Q]	[COV R]	[COV Q]	[TAGS]
17267439	17268174	28913390	28912661	736	730	87.48	30427671	30427671	0.00	0.00	1	1
17267978	17268169	21741782	21741593	192	190	92.19	30427671	30427671	0.00	0.00	1	1
17279608	17279692	13430312	13430228	85	85	100.00	30427671	30427671	0.00	0.00	1	1
17288778	17289270	18096464	18095968	493	497	86.23	30427671	30427671	0.00	0.00	1	1
17288788	17289476	19304484	19303802	689	683	93.77	30427671	30427671	0.00	0.00	1	1
17288793	17289472	10624619	10623985	680	635	87.43	30427671	30427671	0.00	0.00	1	1
17295335	17295581	22443879	22443636	247	244	89.52	30427671	30427671	0.00	0.00	1	1
17295336	17295570	17979158	17978926	235	233	90.34	30427671	30427671	0.00	0.00	1	1
17312267	17317812	13289091	13283531	5546	5561	95.58	30427671	30427671	0.02	0.02	1	1
17332443	17333207	19666674	19665947	765	728	88.99	30427671	30427671	0.00	0.00	1	1
17364211	17364685	15816795	15816322	475	474	88.63	30427671	30427671	0.00	0.00	1	1
17369003	17369310	12995548	12995241	308	308	93.55	30427671	30427671	0.00	0.00	1	1
17369007	17369310	3547765	3547468	304	298	87.95	30427671	30427671	0.00	0.00	1	1
17369051	17369310	27429396	27429137	260	260	90.46	30427671	30427671	0.00	0.00	1	1
17369054	17369310	14031680	14031422	257	259	90.38	30427671	30427671	0.00	0.00	1	1
17369382	17369791	3547235	3546820	410	416	91.83	30427671	30427671	0.00	0.00	1	1
17369382	17369791	12995008	12994592	410	417	91.13	30427671	30427671	0.00	0.00	1	1
17369382	17369648	14031210	14030955	267	256	89.93	30427671	30427671	0.00	0.00	1	1
17369382	17369792	27428904	27428495	411	410	88.47	30427671	30427671	0.00	0.00	1	1
17402988	17403377	17104608	17104217	390	392	89.11	30427671	30427671	0.00	0.00	1	1
17406954	17407416	15640354	15639889	463	466	86.32	30427671	30427671	0.00	0.00	1	1
17407876	17408486	15818102	15817506	611	597	83.52	30427671	30427671	0.00	0.00	1	1
17407893	17408414	15755689	15755180	522	510	82.23	30427671	30427671	0.00	0.00	1	1
17408062	17408414	15698246	15697893	353	354	88.17	30427671	30427671	0.00	0.00	1	1
17408845	17409066	13939631	13939409	222	223	88.39	30427671	30427671	0.00	0.00	1	1
17411819	17412937	14311846	14310672	1119	1175	81.40	30427671	30427671	0.00	0.00	1	1
17411819	17412078	14381667	14381408	260	260	87.74	30427671	30427671	0.00	0.00	1	1
17411819	17412078	14427320	14427061	260	260	87.74	30427671	30427671	0.00	0.00	1	1
17414296	17415299	17105241	17104220	1004	1022	89.56	30427671	30427671	0.00	0.00	1	1
17441237	17441778	16539044	16538505	542	540	94.28	30427671	30427671	0.00	0.00	1	1
17441237	17441705	16541807	16541341	469	467	93.82	30427671	30427671	0.00	0.00	1	1
17449352	17449616	4111783	4111517	265	267	85.87	30427671	30427671	0.00	0.00	1	1
17465433	17466093	13603047	13602395	661	653	83.26	30427671	30427671	0.00	0.00	1	1
17474136	17474464	13007742	13007415	329	328	85.11	30427671	30427671	0.00	0.00	1	1
17502231	17502785	6219139	6218588	555	552	96.94	30427671	30427671	0.00	0.00	1	1
17511595	17511934	12289652	12289299	340	354	89.04	30427671	30427671	0.00	0.00	1	1
17511595	17511763	12289920	12289751	169	170	94.15	30427671	30427671	0.00	0.00	1	1
17512581	17513209	19237024	19236387	629	638	84.55	30427671	30427671	0.00	0.00	1	1
17513097	17513236	19236381	19236240	140	142	93.66	30427671	30427671	0.00	0.00	1	1
17513562	17514500	19235712	19234789	939	924	90.82	30427671	30427671	0.00	0.00	1	1
17551186	17552998	19086845	19085099	1813	1747	92.06	30427671	30427671	0.01	0.01	1	1
17552171	17552998	6736692	6735864	828	829	94.58	30427671	30427671	0.00	0.00	1	1
17552171	17552860	7036118	7035426	690	693	92.66	30427671	30427671	0.00	0.00	1	1
17552171	17552860	9817121	9816445	690	677	91.22	30427671	30427671	0.00	0.00	1	1
17552171	17552860	13059733	13059058	690	676	91.80	30427671	30427671	0.00	0.00	1	1
17552258	17552860	23214504	23213901	603	604	93.90	30427671	30427671	0.00	0.00	1	1
17552750	17553000	17258	17007	251	252	96.43	30427671	30427671	0.00	0.00	1	1
17556227	17556768	16477701	16477169	542	533	89.93	30427671	30427671	0.00	0.00	1	1
17574109	17574646	15661348	15660814	538	535	89.87	30427671	30427671	0.00	0.00	1	1
17574110	17574646	15728768	15728235	537	534	89.85	30427671	30427671	0.00	0.00	1	1
17605541	17606135	2588438	2587832	595	607	87.87	30427671	30427671	0.00	0.00	1	1
17605543	17606135	20509428	20508837	593	592	91.58	30427671	30427671	0.00	0.00	1	1
17605546	17606135	12993599	12992996	590	604	88.96	30427671	30427671	0.00	0.00	1	1
17605549	17606112	18805114	18804550	564	565	91.52	30427671	30427671	0.00	0.00	1	1
17632424	17632820	12183988	12183591	397	398	91.50	30427671	30427671	0.00	0.00	1	1
17632436	17633015	13879640	13879057	580	584	88.10	30427671	30427671	0.00	0.00	1	1
17639469	28537489	17639469	28537489	10898021	10898021	100.00	30427671	30427671	35.82	35.82	1	1
17646402	17646828	17184189	17183763	427	427	83.61	30427671	30427671	0.00	0.00	1	1
17659081	17660317	13855670	13854437	1237	1234	89.26	30427671	30427671	0.00	0.00	1	1
17659499	17660319	433820	433000	821	821	98.78	30427671	30427671	0.00	0.00	1	1
17660751	17661021	17883850	17883581	271	270	94.10	30427671	30427671	0.00	0.00	1	1
17660773	17661024	17881046	17880801	252	246	90.12	30427671	30427671	0.00	0.00	1	1
17665379	17666250	5392273	5391428	872	846	91.41	30427671	30427671	0.00	0.00	1	1
17666009	17666260	16624782	16624531	252	252	92.86	30427671	30427671	0.00	0.00	1	1
17674265	17674480	13164936	13164721	216	216	88.43	30427671	30427671	0.00	0.00	1	1
17685391	17685813	4966992	4966560	423	433	83.60	30427671	30427671	0.00	0.00	1	1
17685391	17686548	19055571	19054415	1158	1157	93.56	30427671	30427671	0.00	0.00	1	1
17685429	17686506	6405285	6404197	1078	1089	85.80	30427671	30427671	0.00	0.00	1	1
17685943	17686544	10568775	10568173	602	603	89.13	30427671	30427671	0.00	0.00	1	1
17689623	17689840	18297690	18297472	218	219	92.69	30427671	30427671	0.00	0.00	1	1
17709574	17710386	24908603	24907775	813	829	88.70	30427671	30427671	0.00	0.00	1	1
17709705	17710328	16614256	16613636	624	621	92.31	30427671	30427671	0.00	0.00	1	1
17709912	17710775	22106217	22105363	864	855	85.86	30427671	30427671	0.00	0.00	1	1
17710195	17710775	16614020	16613356	581	665	81.53	30427671	30427671	0.00	0.00	1	1
17713514	17713924	16013635	16013226	411	410	96.59	30427671	30427671	0.00	0.00	1	1
17713520	17714680	16361173	16360021	1161	1153	95.27	30427671	30427671	0.00	0.00	1	1
17713520	17714680	16387683	16386517	1161	1167	89.98	30427671	30427671	0.00	0.00	1	1
17714011	17714598	16013226	16012643	588	584	95.92	30427671	30427671	0.00	0.00	1	1
17714086	17714598	16019694	16019186	513	509	94.74	30427671	30427671	0.00	0.00	1	1
17727209	17727923	7976570	7975866	715	705	91.48	30427671	30427671	0.00	0.00	1	1
17727212	17727920	10315423	10314730	709	694	92.25	30427671	30427671	0.00	0.00	1	1
17759085	17759310	27434432	27434204	226	229	94.32	30427671	30427671	0.00	0.00	1	1
17812256	17812491	5916546	5916310	236	237	95.78	30427671	30427671	0.00	0.00	1	1
17812259	17812450	17813889	17813698	192	192	97.92	30427671	30427671	0.00	0.00	1	1
17812266	17812491	29479485	29479260	226	226	96.90	30427671	30427671	0.00	0.00	1	1
17812542	17813890	5913013	5911718	1349	1296	92.96	30427671	30427671	0.00	0.00	1	1
17812542	17813879	29475910	29474557	1338	1354	96.60	30427671	30427671	0.00	0.00	1	1
17813698	17813889	17812450	17812259	192	192	97.92	30427671	30427671	0.00	0.00	1	1
17825152	17825358	12651614	12651410	207	205	86.54	30427671	30427671	0.00	0.00	1	1
17837898	17838922	13028792	13027756	1025	1037	89.19	30427671	30427671	0.00	0.00	1	1
17838579	17838890	12343573	12343254	312	320	84.11	30427671	30427671	0.00	0.00	1	1
17842310	17842634	17845289	17844951	325	339	90.59	30427671	30427671	0.00	0.00	1	1
17844951	17845289	17842634	17842310	339	325	90.59	30427671	30427671	0.00	0.00	1	1
17880801	17881046	17661024	17660773	246	252	90.12	30427671	30427671	0.00	0.00	1	1
17882875	17882989	16739701	16739587	115	115	89.57	30427671	30427671	0.00	0.00	1	1
17883581	17883850	17661021	17660751	270	271	94.10	30427671	30427671	0.00	0.00	1	1
17899862	17901945	9867415	9865341	2084	2075	98.03	30427671	30427671	0.01	0.01	1	1
17899862	17900701	19466950	19466109	840	842	94.92	30427671	30427671	0.00	0.00	1	1
17899863	17901944	501372	499371	2082	2002	90.62	30427671	30427671	0.01	0.01	1	1
17899863	17901676	11737393	11735591	1814	1803	90.11	30427671	30427671	0.01	0.01	1	1
17899863	17901220	12330053	12328719	1358	1335	93.17	30427671	30427671	0.00	0.00	1	1
17899863	17900109	14299842	14299597	247	246	91.97	30427671	30427671	0.00	0.00	1	1
17899863	17900119	17552998	17552741	257	258	91.92	30427671	30427671	0.00	0.00	1	1
17899863	17901945	19995734	19993678	2083	2057	91.26	30427671	30427671	0.01	0.01	1	1
17899863	17901220	22994060	22992726	1358	1335	92.66	30427671	30427671	0.00	0.00	1	1
17899863	17901220	30253107	30251772	1358	1336	93.31	30427671	30427671	0.00	0.00	1	1
17899868	17900119	18747043	18746791	252	253	91.76	30427671	30427671	0.00	0.00	1	1
17899876	17901723	30255510	30253651	1848	1860	93.05	30427671	30427671	0.01	0.01	1	1
17900109	17900809	8291436	8290738	701	699	90.91	30427671	30427671	0.00	0.00	1	1
17900200	17901942	13017571	13015851	1743	1721	91.22	30427671	30427671	0.01	0.01	1	1
17900218	17900786	17552741	17552174	569	568	92.47	30427671	30427671	0.00	0.00	1	1
17900819	17901563	12876772	12876014	745	759	92.13	30427671	30427671	0.00	0.00	1	1
18007150	18007366	24429134	24428900	217	235	87.76	30427671	30427671	0.00	0.00	1	1
18013162	18016038	21529850	21526978	2877	2873	99.03	30427671	30427671	0.01	0.01	1	1
18016135	18018119	21526977	21524993	1985	1985	99.24	30427671	30427671	0.01	0.01	1	1
18096120	18096419	9706621	9706321	300	301	91.72	30427671	30427671	0.00	0.00	1	1
18126616	18126920	11806161	11805859	305	303	92.13	30427671	30427671	0.00	0.00	1	1
18126621	18126925	28750300	28749986	305	315	91.14	30427671	30427671	0.00	0.00	1	1
18130397	18131070	6641026	6640356	674	671	91.26	30427671	30427671	0.00	0.00	1	1
18130397	18131062	11259737	11259077	666	661	90.13	30427671	30427671	0.00	0.00	1	1
18135591	18135678	877728	877639	88	90	96.67	30427671	30427671	0.00	0.00	1	1
18135591	18135670	6075900	6075819	80	82	97.56	30427671	30427671	0.00	0.00	1	1
18135591	18135673	6345843	6345760	83	84	97.62	30427671	30427671	0.00	0.00	1	1
18135591	18135673	27789061	27788979	83	83	98.80	30427671	30427671	0.00	0.00	1	1
18135598	18135673	7004585	7004509	76	77	97.40	30427671	30427671	0.00	0.00	1	1
18135598	18135673	28184603	28184528	76	76	100.00	30427671	30427671	0.00	0.00	1	1
18135598	18135679	28527838	28527757	82	82	100.00	30427671	30427671	0.00	0.00	1	1
18155547	18157337	13742318	13740531	1791	1788	85.88	30427671	30427671	0.01	0.01	1	1
18218530	18218669	30081278	30081138	140	141	93.62	30427671	30427671	0.00	0.00	1	1
18287193	18287579	8723513	8723117	387	397	89.72	30427671	30427671	0.00	0.00	1	1
18297472	18297690	17689840	17689623	219	218	92.69	30427671	30427671	0.00	0.00	1	1
18300270	18301142	8539763	8538889	873	875	95.22	30427671	30427671	0.00	0.00	1	1
18302246	18302397	9236099	9235948	152	152	88.24	30427671	30427671	0.00	0.00	1	1
18308902	18308992	19685220	19685128	91	93	95.70	30427671	30427671	0.00	0.00	1	1
18320602	18321400	1195122	1194311	799	812	93.87	30427671	30427671	0.00	0.00	1	1
18320602	18320810	26881504	26881296	209	209	93.30	30427671	30427671	0.00	0.00	1	1
18320603	18321405	3024294	3023478	803	817	90.71	30427671	30427671	0.00	0.00	1	1
18320603	18321398	5799521	5798740	796	782	88.90	30427671	30427671	0.00	0.00	1	1
18320603	18321398	18632947	18632141	796	807	91.62	30427671	30427671	0.00	0.00	1	1
18320623	18321404	19781109	19780296	782	814	88.28	30427671	30427671	0.00	0.00	1	1
18320847	18321375	26880722	26880204	529	519	87.62	30427671	30427671	0.00	0.00	1	1
18386410	18386753	18387486	18387139	344	348	96.84	30427671	30427671	0.00	0.00	1	1
18386417	18387150	12143208	12142477	734	732	96.88	30427671	30427671	0.00	0.00	1	1
18387139	18387486	18386753	18386410	348	344	96.84	30427671	30427671	0.00	0.00	1	1
18387152	18387485	12139191	12138862	334	330	94.31	30427671	30427671	0.00	0.00	1	1
18395578	18396077	18398546	18398031	500	516	88.46	30427671	30427671	0.00	0.00	1	1
18396258	18398019	27677335	27675529	1762	1807	91.73	30427671	30427671	0.01	0.01	1	1
18396722	18397646	27675040	27674043	925	998	81.51	30427671	30427671	0.00	0.00	1	1
18398031	18398546	18396077	18395578	516	500	88.46	30427671	30427671	0.00	0.00	1	1
18420703	18421119	22113253	22112822	417	432	80.78	30427671	30427671	0.00	0.00	1	1
18447661	18447829	6276323	6276157	169	167	91.72	30427671	30427671	0.00	0.00	1	1
18449451	18450393	9837514	9836511	943	1004	85.03	30427671	30427671	0.00	0.00	1	1
18456783	18456992	18457348	18457139	210	210	93.33	30427671	30427671	0.00	0.00	1	1
18457139	18457348	18456992	18456783	210	210	93.33	30427671	30427671	0.00	0.00	1	1
18482585	18482727	23839305	23839163	143	143	88.11	30427671	30427671	0.00	0.00	1	1
18517731	18517839	1358272	1358164	109	109	97.25	30427671	30427671	0.00	0.00	1	1
18518253	18518526	1357799	1357529	274	271	95.62	30427671	30427671	0.00	0.00	1	1
18518620	18519733	1357528	1356417	1114	1112	93.74	30427671	30427671	0.00	0.00	1	1
18548101	18548397	3933466	3933168	297	299	94.65	30427671	30427671	0.00	0.00	1	1
18548102	18548391	6906451	6906144	290	308	90.26	30427671	30427671	0.00	0.00	1	1
18548102	18548390	18088920	18088632	289	289	95.86	30427671	30427671	0.00	0.00	1	1
18548102	18548372	18548372	18548102	271	271	92.36	30427671	30427671	0.00	0.00	1	1
18553130	18553624	12334416	12333923	495	494	94.75	30427671	30427671	0.00	0.00	1	1
18553165	18553622	11006290	11005835	458	456	93.03	30427671	30427671	0.00	0.00	1	1
18566585	18567777	3116474	3115273	1193	1202	89.11	30427671	30427671	0.00	0.00	1	1
18567777	18569509	3114851	3113093	1733	1759	88.74	30427671	30427671	0.01	0.01	1	1
18585461	18585916	16272783	16272349	456	435	93.20	30427671	30427671	0.00	0.00	1	1
18586056	18589139	16272349	16269162	3084	3188	90.73	30427671	30427671	0.01	0.01	1	1
18598978	18599185	18600567	18600360	208	208	93.75	30427671	30427671	0.00	0.00	1	1
18599506	18600329	4112897	4112098	824	800	90.81	30427671	30427671	0.00	0.00	1	1
18599507	18600328	13906771	13905961	822	811	92.23	30427671	30427671	0.00	0.00	1	1
18599599	18600329	16597886	16597178	731	709	91.01	30427671	30427671	0.00	0.00	1	1
18599941	18600355	16597709	16597308	415	402	93.01	30427671	30427671	0.00	0.00	1	1
18600360	18600567	18599185	18598978	208	208	93.75	30427671	30427671	0.00	0.00	1	1
18601484	18601648	16272784	16272620	165	165	95.15	30427671	30427671	0.00	0.00	1	1
18602937	18603633	16270381	16269694	697	688	96.56	30427671	30427671	0.00	0.00	1	1
18605605	18605932	16164414	16164099	328	316	84.98	30427671	30427671	0.00	0.00	1	1
18626812	18627359	11020001	11019467	548	535	90.53	30427671	30427671	0.00	0.00	1	1
18632141	18632947	18321398	18320603	807	796	91.62	30427671	30427671	0.00	0.00	1	1
18632141	18632490	20704573	20704224	350	350	91.74	30427671	30427671	0.00	0.00	1	1
18633188	18633797	9863302	9862694	610	609	96.23	30427671	30427671	0.00	0.00	1	1
18666639	18667788	1828479	1827322	1150	1158	93.88	30427671	30427671	0.00	0.00	1	1
18667401	18667754	1825650	1825296	354	355	89.86	30427671	30427671	0.00	0.00	1	1
18713711	18713912	18897961	18897760	202	202	89.60	30427671	30427671	0.00	0.00	1	1
18777609	18778531	18939147	18938231	923	917	87.65	30427671	30427671	0.00	0.00	1	1
18790104	18790329	12328714	12328486	226	229	93.91	30427671	30427671	0.00	0.00	1	1
18790104	18790329	22992721	22992492	226	230	93.48	30427671	30427671	0.00	0.00	1	1
18790104	18790330	30251767	30251537	227	231	93.94	30427671	30427671	0.00	0.00	1	1
18790106	18790329	22621378	22621151	224	228	92.98	30427671	30427671	0.00	0.00	1	1
18790338	18790848	19465602	19465090	511	513	92.26	30427671	30427671	0.00	0.00	1	1
18790459	18790859	23554190	23553780	401	411	92.23	30427671	30427671	0.00	0.00	1	1
18791323	18792600	11736878	11735587	1278	1292	91.28	30427671	30427671	0.00	0.00	1	1
18791324	18792864	13017395	13015851	1541	1545	92.65	30427671	30427671	0.01	0.01	1	1
18791324	18792124	22993547	22992726	801	822	92.16	30427671	30427671	0.00	0.00	1	1
18791324	18792864	26170965	26169395	1541	1571	91.07	30427671	30427671	0.01	0.01	1	1
18791324	18792124	30252593	30251772	801	822	92.53	30427671	30427671	0.00	0.00	1	1
18791754	18791906	22992542	22992382	153	161	95.03	30427671	30427671	0.00	0.00	1	1
18804550	18805114	17606112	17605549	565	564	91.52	30427671	30427671	0.00	0.00	1	1
18816504	18816761	23197681	23197425	258	257	91.12	30427671	30427671	0.00	0.00	1	1
18846737	18847884	12953609	12952443	1148	1167	81.70	30427671	30427671	0.00	0.00	1	1
18850438	18852524	16084863	16082772	2087	2092	90.54	30427671	30427671	0.01	0.01	1	1
18851352	18854549	13134952	13131739	3198	3214	92.06	30427671	30427671	0.01	0.01	1	1
18851352	18854549	15212857	15209647	3198	3211	91.69	30427671	30427671	0.01	0.01	1	1
18853512	18854547	14263558	14262494	1036	1065	91.27	30427671	30427671	0.00	0.00	1	1
18897760	18897961	18713912	18713711	202	202	89.60	30427671	30427671	0.00	0.00	1	1
18910520	18910650	18912366	18912236	131	131	93.13	30427671	30427671	0.00	0.00	1	1
18912236	18912366	18910650	18910520	131	131	93.13	30427671	30427671	0.00	0.00	1	1
18930787	18931185	23875682	23875284	399	399	95.24	30427671	30427671	0.00	0.00	1	1
18930844	18931187	20194793	20194449	344	345	96.23	30427671	30427671	0.00	0.00	1	1
18938231	18939147	18778531	18777609	917	923	87.66	30427671	30427671	0.00	0.00	1	1
18942075	18942256	18942256	18942075	182	182	86.17	30427671	30427671	0.00	0.00	1	1
18955988	18956250	27384742	27384477	263	266	96.99	30427671	30427671	0.00	0.00	1	1
18980641	18981265	15643058	15642444	625	615	89.14	30427671	30427671	0.00	0.00	1	1
19026880	19027855	8277460	8276501	976	960	88.79	30427671	30427671	0.00	0.00	1	1
19026884	19027590	8267522	8266814	707	709	94.23	30427671	30427671	0.00	0.00	1	1
19026884	19026996	16738509	16738397	113	113	97.35	30427671	30427671	0.00	0.00	1	1
19026884	19027590	22106636	22105935	707	702	90.03	30427671	30427671	0.00	0.00	1	1
19027211	19027736	11287260	11286707	526	554	85.59	30427671	30427671	0.00	0.00	1	1
19027211	19027855	16259319	16258666	645	654	87.71	30427671	30427671	0.00	0.00	1	1
19027211	19027856	16614009	16613355	646	655	89.36	30427671	30427671	0.00	0.00	1	1
19027211	19027855	22106008	22105363	645	646	89.51	30427671	30427671	0.00	0.00	1	1
19054415	19055571	17686548	17685391	1157	1158	93.56	30427671	30427671	0.00	0.00	1	1
19061960	19062788	12564085	12563243	829	843	92.67	30427671	30427671	0.00	0.00	1	1
19061964	19062217	23554440	23554187	254	254	98.43	30427671	30427671	0.00	0.00	1	1
19061964	19062923	30253108	30252149	960	960	96.46	30427671	30427671	0.00	0.00	1	1
19061965	19062921	501372	500429	957	944	95.51	30427671	30427671	0.00	0.00	1	1
19061965	19062219	8490194	8489950	255	245	93.73	30427671	30427671	0.00	0.00	1	1
19061965	19062923	12330053	12329096	959	958	95.83	30427671	30427671	0.00	0.00	1	1
19061965	19062219	25963257	25963003	255	255	97.25	30427671	30427671	0.00	0.00	1	1
19061978	19062923	30255510	30254550	946	961	92.95	30427671	30427671	0.00	0.00	1	1
19062210	19062886	19173667	19172981	677	687	89.77	30427671	30427671	0.00	0.00	1	1
19062922	19063764	11737128	11736302	843	827	93.72	30427671	30427671	0.00	0.00	1	1
19062922	19063482	12563818	12563243	561	576	92.39	30427671	30427671	0.00	0.00	1	1
19062922	19063764	19995470	19994645	843	826	93.60	30427671	30427671	0.00	0.00	1	1
19063957	19064592	14309405	14308764	636	642	91.93	30427671	30427671	0.00	0.00	1	1
19063996	19064592	499960	499373	597	588	95.65	30427671	30427671	0.00	0.00	1	1
19064055	19064592	8489951	8489414	538	538	96.29	30427671	30427671	0.00	0.00	1	1
19085097	19085922	12855995	12855178	826	818	93.00	30427671	30427671	0.00	0.00	1	1
19085099	19085922	1977166	1976326	824	841	91.80	30427671	30427671	0.00	0.00	1	1
19085099	19085863	2235167	2234388	765	780	93.59	30427671	30427671	0.00	0.00	1	1
19085099	19085922	14299842	14299007	824	836	93.33	30427671	30427671	0.00	0.00	1	1
19085099	19086845	17552998	17551186	1747	1813	92.06	30427671	30427671	0.01	0.01	1	1
19085099	19086844	19173802	19172059	1746	1744	97.42	30427671	30427671	0.01	0.01	1	1
19085102	19085922	18747045	18746180	821	866	90.76	30427671	30427671	0.00	0.00	1	1
19085918	19086810	18745852	18744962	893	891	93.30	30427671	30427671	0.00	0.00	1	1
19085920	19086810	1975993	1975106	891	888	93.83	30427671	30427671	0.00	0.00	1	1
19085920	19086845	8290415	8289502	926	914	92.78	30427671	30427671	0.00	0.00	1	1
19085920	19086843	12854846	12853937	924	910	92.64	30427671	30427671	0.00	0.00	1	1
19085920	19086769	14298586	14297736	850	851	94.25	30427671	30427671	0.00	0.00	1	1
19086266	19086843	2234396	2233820	578	577	94.12	30427671	30427671	0.00	0.00	1	1
19172059	19173802	19086844	19085099	1744	1746	97.42	30427671	30427671	0.01	0.01	1	1
19172981	19173667	19062886	19062210	687	677	89.77	30427671	30427671	0.00	0.00	1	1
19234148	19234594	19391080	19390638	447	443	97.54	30427671	30427671	0.00	0.00	1	1
19234789	19235712	17514500	17513562	924	939	90.82	30427671	30427671	0.00	0.00	1	1
19236240	19236381	17513236	17513097	142	140	93.66	30427671	30427671	0.00	0.00	1	1
19236502	19237024	17513095	17512581	523	515	82.57	30427671	30427671	0.00	0.00	1	1
19237128	19237401	19941659	19941384	274	276	93.12	30427671	30427671	0.00	0.00	1	1
19237150	19237355	12620984	12620781	206	204	92.31	30427671	30427671	0.00	0.00	1	1
19237229	19237386	12618639	12618481	158	159	93.71	30427671	30427671	0.00	0.00	1	1
19240617	19240973	17187277	17186920	357	358	94.41	30427671	30427671	0.00	0.00	1	1
19240648	19240774	16791852	16791722	127	131	93.13	30427671	30427671	0.00	0.00	1	1
19240760	19240972	16791283	16791072	213	212	93.90	30427671	30427671	0.00	0.00	1	1
19248173	19248263	10527213	10527123	91	91	98.90	30427671	30427671	0.00	0.00	1	1
19248177	19248258	21682484	21682403	82	82	100.00	30427671	30427671	0.00	0.00	1	1
19248260	19249126	24832509	24831638	867	872	91.17	30427671	30427671	0.00	0.00	1	1
19248401	19249133	27860429	27859695	733	735	91.43	30427671	30427671	0.00	0.00	1	1
19248567	19248805	10526937	10526699	239	239	89.21	30427671	30427671	0.00	0.00	1	1
19251571	19251830	16165119	16164857	260	263	88.26	30427671	30427671	0.00	0.00	1	1
19268355	19268831	19268831	19268355	477	477	84.21	30427671	30427671	0.00	0.00	1	1
19268620	19268867	16116724	16116477	248	248	90.73	30427671	30427671	0.00	0.00	1	1
19303802	19304484	17289476	17288788	683	689	93.77	30427671	30427671	0.00	0.00	1	1
19317501	19319162	26883822	26882165	1662	1658	91.11	30427671	30427671	0.01	0.01	1	1
19327235	19328001	11701729	11700960	767	770	94.03	30427671	30427671	0.00	0.00	1	1
19328000	19329256	8116013	8114774	1257	1240	92.98	30427671	30427671	0.00	0.00	1	1
19328000	19328581	15940350	15939781	582	570	95.02	30427671	30427671	0.00	0.00	1	1
19328431	19329256	12364971	12364139	826	833	95.20	30427671	30427671	0.00	0.00	1	1
19328431	19329256	16825350	16824522	826	829	95.08	30427671	30427671	0.00	0.00	1	1
19328443	19329256	4786254	4785465	814	790	91.01	30427671	30427671	0.00	0.00	1	1
19330234	19330752	13037356	13036817	519	540	84.74	30427671	30427671	0.00	0.00	1	1
19330390	19330777	10932549	10932160	388	390	90.05	30427671	30427671	0.00	0.00	1	1
19330488	19330756	7201957	7201688	269	270	91.85	30427671	30427671	0.00	0.00	1	1
19336299	19339384	9691264	9688202	3086	3063	97.41	30427671	30427671	0.01	0.01	1	1
19339381	19345625	9682736	9676470	6245	6267	95.46	30427671	30427671	0.02	0.02	1	1
19352791	19353482	22112767	22112076	692	692	96.26	30427671	30427671	0.00	0.00	1	1
19374634	19378163	12839582	12836079	3530	3504	97.65	30427671	30427671	0.01	0.01	1	1
19378174	19379471	12820347	12819091	1298	1257	95.69	30427671	30427671	0.00	0.00	1	1
19379845	19379933	12819012	12818924	89	89	100.00	30427671	30427671	0.00	0.00	1	1
19380119	19380749	12818937	12818271	631	667	86.23	30427671	30427671	0.00	0.00	1	1
19380475	19380754	10347383	10347104	280	280	95.36	30427671	30427671	0.00	0.00	1	1
19380475	19380747	11834922	11834650	273	273	96.34	30427671	30427671	0.00	0.00	1	1
19388197	19388377	11755076	11754895	181	182	87.36	30427671	30427671	0.00	0.00	1	1
19390638	19391080	19234594	19234148	443	447	97.54	30427671	30427671	0.00	0.00	1	1
19392186	19393015	16161452	16160640	830	813	86.10	30427671	30427671	0.00	0.00	1	1
19404259	19404558	22845182	22844883	300	300	91.36	30427671	30427671	0.00	0.00	1	1
19426807	19427023	15886554	15886338	217	217	88.53	30427671	30427671	0.00	0.00	1	1
19426807	19427023	19404162	19403946	217	217	86.24	30427671	30427671	0.00	0.00	1	1
19428362	19428848	16414909	16414425	487	485	94.46	30427671	30427671	0.00	0.00	1	1
19465070	19466949	16327323	16325444	1880	1880	98.51	30427671	30427671	0.01	0.01	1	1
19465089	19466071	4787256	4786265	983	992	93.37	30427671	30427671	0.00	0.00	1	1
19465089	19466949	12365993	12364135	1861	1859	97.11	30427671	30427671	0.01	0.01	1	1
19465089	19466949	23215520	23213666	1861	1855	97.21	30427671	30427671	0.01	0.01	1	1
19465090	19466071	11701727	11700736	982	992	93.58	30427671	30427671	0.00	0.00	1	1
19465090	19466950	16826370	16824517	1861	1854	96.84	30427671	30427671	0.01	0.01	1	1
19465090	19466071	16905864	16904873	982	992	92.79	30427671	30427671	0.00	0.00	1	1
19465090	19465602	18790848	18790338	513	511	92.26	30427671	30427671	0.00	0.00	1	1
19465090	19466071	28162322	28161341	982	982	91.37	30427671	30427671	0.00	0.00	1	1
19582461	19582573	19582573	19582461	113	113	96.49	30427671	30427671	0.00	0.00	1	1
19665947	19666674	17333207	17332443	728	765	88.99	30427671	30427671	0.00	0.00	1	1
19665948	19666674	18766618	18765855	727	764	88.14	30427671	30427671	0.00	0.00	1	1
19666119	19666473	13479832	13479484	355	349	83.15	30427671	30427671	0.00	0.00	1	1
19676024	19676444	13629220	13628780	421	441	85.94	30427671	30427671	0.00	0.00	1	1
