chr1	start1	end1	chr2	start2	end2	strand	length	identity	score	n_seeds	seed_density	context
1	14467880	14503014	1	15713604	15748922	-	35134	0.2410	0.0022	16	0.006	intra
1	14468028	14505882	1	15569192	15606770	-	37578	0.2520	0.0047	35	0.013	intra
1	14469352	14511338	1	15598860	15640818	-	41958	0.2676	0.0087	66	0.022	intra
1	14469432	14511426	1	15235108	15276490	+	41382	0.2574	0.0094	74	0.025	intra
1	14469432	14511274	1	15327972	15369678	+	41706	0.2603	0.0096	75	0.025	intra
1	14471652	14491890	1	15771092	15791698	+	20238	0.3083	0.0047	15	0.010	intra
1	14472780	14511302	1	15223212	15262642	+	38522	0.2771	0.0100	67	0.024	intra
1	14472780	14506814	1	15428076	15462754	+	34034	0.2488	0.0036	25	0.010	intra
1	14472780	14508842	1	15695888	15731698	-	35810	0.2734	0.0025	16	0.006	intra
1	14472804	14511302	1	15095408	15134354	+	38498	0.2870	0.0110	70	0.025	intra
1	14472804	14511094	1	15166628	15205642	+	38290	0.2619	0.0413	296	0.108	intra
1	14472804	14511302	1	15396756	15435286	+	38498	0.2663	0.0031	22	0.008	intra
1	14472812	14511126	1	15100224	15138754	+	38314	0.2745	0.0095	64	0.023	intra
1	14472812	14511302	1	15224260	15263046	+	38490	0.2577	0.0107	79	0.029	intra
1	14472812	14509214	1	15263140	15300034	+	36402	0.2638	0.0065	44	0.017	intra
1	14472812	14510750	1	15373484	15412346	+	37938	0.2710	0.0050	34	0.013	intra
1	14472876	14511126	1	15107396	15146098	+	38250	0.2771	0.0080	53	0.019	intra
1	14472876	14510962	1	15201872	15240518	+	38086	0.2313	0.0050	42	0.015	intra
1	14472876	14511426	1	15308952	15348122	+	38550	0.2778	0.0089	59	0.021	intra
1	14472912	14511330	1	15088172	15127194	+	38418	0.2888	0.0087	55	0.020	intra
1	14472912	14507994	1	15173900	15209002	+	35082	0.2612	0.0035	23	0.009	intra
1	14472912	14510082	1	15361188	15398090	+	36902	0.2778	0.0100	64	0.024	intra
1	14472952	14499070	1	15148064	15173982	+	25918	0.2845	0.0078	35	0.019	intra
1	14472952	14511302	1	15221968	15260930	+	38350	0.2842	0.0106	68	0.025	intra
1	14472952	14510238	1	15398064	15435594	+	37286	0.2619	0.0024	17	0.006	intra
1	14472956	14499166	1	15144552	15171202	+	26210	0.2577	0.0037	19	0.010	intra
1	14472956	14509046	1	15395700	15431674	+	35974	0.2665	0.0115	76	0.030	intra
1	14473000	14511302	1	15094916	15133858	+	38302	0.2887	0.0089	56	0.020	intra
1	14473000	14511302	1	15298692	15337342	+	38302	0.2927	0.0089	55	0.020	intra
1	14473100	14511302	1	15293180	15331814	+	38202	0.2644	0.0052	37	0.014	intra
1	14473100	14508842	1	15695888	15731698	-	35742	0.2593	0.0160	109	0.043	intra
1	14473104	14511274	1	15109716	15148078	+	38170	0.2617	0.0049	35	0.013	intra
1	14473104	14506814	1	15429888	15462754	+	32866	0.2899	0.0063	34	0.014	intra
1	14473108	14505882	1	15569192	15602046	-	32774	0.2693	0.0032	19	0.008	intra
1	14473116	14511078	1	15362208	15400442	+	37962	0.2680	0.0041	28	0.010	intra
1	14473168	14510930	1	15094104	15132498	+	37762	0.2449	0.0071	55	0.020	intra
1	14473296	14511094	1	15318108	15356554	+	37798	0.2466	0.0080	61	0.023	intra
1	14473300	14511086	1	15166608	15204582	+	37786	0.2339	0.0286	233	0.086	intra
1	14473300	14496066	1	15268600	15291502	+	22766	0.2502	0.0057	27	0.017	intra
1	14473348	14511198	1	15287392	15325190	+	37798	0.2534	0.0046	34	0.013	intra
1	14473368	14499138	1	14483892	14509594	+	25702	0.2818	0.0166	75	0.041	intra
1	14473368	14507038	1	15052312	15086042	-	33670	0.2831	0.0245	141	0.059	intra
1	14473472	14510894	1	15254280	15292134	+	37422	0.2658	0.0078	54	0.020	intra
1	14473496	14511186	1	15333468	15372022	+	37690	0.2679	0.0099	68	0.025	intra
1	14473668	14509602	1	15395756	15431518	+	35762	0.2485	0.0161	116	0.045	intra
1	14473708	14511302	1	15158872	15196802	+	37594	0.2527	0.0144	106	0.039	intra
1	14473760	14511086	1	15296752	15333974	+	37222	0.2674	0.0047	32	0.012	intra
1	14473916	14499070	1	14486696	14511330	+	24634	0.2288	0.0060	34	0.019	intra
1	14474028	14510070	1	15244732	15280326	+	35594	0.2871	0.0074	44	0.017	intra
1	14474116	14501490	1	15410412	15437970	-	27374	0.2613	0.0145	77	0.039	intra
1	14474184	14511030	1	15158880	15195574	+	36694	0.2853	0.0153	94	0.036	intra
1	14474256	14510286	1	15244732	15280326	+	35594	0.2547	0.0050	35	0.014	intra
1	14474364	14511274	1	15341960	15378430	+	36470	0.2663	0.0064	43	0.017	intra
1	14474564	14511302	1	15166608	15203042	+	36434	0.2616	0.0102	70	0.027	intra
1	14474604	14511426	1	15318440	15355406	+	36822	0.2444	0.0056	42	0.016	intra
1	14474640	14511018	1	15076692	15113310	+	36378	0.2681	0.0069	46	0.018	intra
1	14474652	14507134	1	15446344	15478182	-	31838	0.2568	0.0744	463	0.204	intra
1	14474984	14503790	1	15505116	15534370	-	28806	0.2420	0.0087	53	0.026	intra
1	14475556	14511302	1	15085884	15122042	+	35746	0.2456	0.0090	66	0.026	intra
1	14476360	14507134	1	15446344	15478078	-	30774	0.2641	0.0852	496	0.226	intra
1	14476424	14510962	1	15060308	15094566	+	34258	0.2550	0.0098	66	0.027	intra
1	14476580	14506710	1	15439232	15469814	+	30130	0.2418	0.0077	49	0.023	intra
1	14476732	14507398	1	15453332	15484602	-	30666	0.2463	0.0055	35	0.016	intra
1	14477696	14509238	1	15159048	15189934	+	30886	0.2544	0.0064	39	0.018	intra
1	14480212	14509534	1	15436688	15465446	-	28758	0.2461	0.0174	104	0.051	intra
1	14481180	14506986	1	15042496	15068314	-	25806	0.2556	0.0108	56	0.030	intra
1	14482408	14511238	1	15076456	15105546	+	28830	0.2689	0.0063	34	0.017	intra
1	14482568	14511186	1	15076924	15106114	+	28618	0.2532	0.0057	33	0.016	intra
1	14482616	14506710	1	15452584	15476754	+	24094	0.2729	0.0137	61	0.035	intra
1	14482748	14507386	1	15432076	15457222	-	24638	0.2736	0.0165	75	0.043	intra
1	14483084	14503142	1	14904888	14925178	-	20058	0.2712	0.0044	17	0.012	intra
1	14483904	14511422	1	15252448	15279610	+	27162	0.2644	0.0092	48	0.025	intra
1	14484012	14511086	1	15087616	15114798	+	27074	0.2752	0.0120	59	0.031	intra
1	14484012	14511302	1	15174428	15202454	+	27290	0.2799	0.0079	38	0.019	intra
1	14484012	14511094	1	15226576	15253834	+	27082	0.2878	0.0104	48	0.025	intra
1	14484012	14511274	1	15350328	15378430	+	27262	0.2802	0.0096	46	0.024	intra
1	14484016	14511242	1	15096076	15124058	+	27226	0.2626	0.0093	49	0.025	intra
1	14484016	14511086	1	15231916	15259194	+	27070	0.2742	0.0087	43	0.022	intra
1	14484040	14511302	1	15088960	15116006	+	27046	0.2725	0.0091	45	0.023	intra
1	14484044	14511302	1	15093420	15120834	+	27258	0.2594	0.0092	49	0.025	intra
1	14484076	14511306	1	15173900	15201242	+	27230	0.2656	0.0089	46	0.024	intra
1	14484076	14511266	1	15349324	15376574	+	27190	0.2728	0.0082	41	0.021	intra
1	14484088	14511242	1	15394816	15421710	+	26894	0.2754	0.0051	25	0.013	intra
1	14484168	14511274	1	15223048	15250082	+	27034	0.2904	0.0099	45	0.023	intra
1	14484180	14511238	1	15293180	15320666	+	27058	0.2463	0.0042	24	0.012	intra
1	14484228	14511086	1	15227740	15254810	+	26858	0.2711	0.0078	39	0.020	intra
1	14484248	14511242	1	15166636	15193518	+	26882	0.2669	0.0081	41	0.021	intra
1	14484392	14511274	1	15222200	15249694	+	26882	0.2756	0.0090	44	0.023	intra
1	14484468	14509686	1	14486784	14511422	+	24638	0.2571	0.0274	135	0.077	intra
1	14484584	14510586	1	15780900	15806502	-	25602	0.2410	0.0045	25	0.014	intra
1	14484708	14511126	1	15221968	15247922	+	25954	0.2589	0.0068	35	0.019	intra
1	14484708	14511094	1	15297060	15323570	+	26386	0.2700	0.0077	38	0.020	intra
1	14486772	14511302	1	15087596	15112058	+	24462	0.2686	0.0104	48	0.027	intra
1	14486772	14511238	1	15222740	15247902	+	24466	0.2657	0.0092	43	0.025	intra
1	14486772	14511302	1	15298296	15322414	+	24118	0.2527	0.0077	38	0.022	intra
1	14486772	14511262	1	15406376	15431126	+	24490	0.2586	0.0043	21	0.012	intra
1	14486800	14509238	1	15167228	15189934	+	22438	0.2696	0.0045	19	0.012	intra
1	14487040	14511306	1	15396776	15421710	+	24266	0.2401	0.0040	21	0.012	intra
1	14487044	14511274	1	15296712	15321634	+	24230	0.2564	0.0070	34	0.020	intra
1	14487148	14511302	1	15297564	15322414	+	24154	0.2542	0.0051	25	0.014	intra
1	14488428	14511094	1	15076756	15099702	+	22666	0.2512	0.0064	30	0.019	intra
1	14488596	14510734	1	14903496	14925438	-	21942	0.2852	0.0072	28	0.018	intra
1	14488788	14511094	1	15074748	15097402	+	22306	0.2821	0.0299	119	0.075	intra
1	14488808	14509958	1	15689956	15710614	-	20658	0.2478	0.0111	49	0.033	intra
1	14488836	14511018	1	15079708	15101654	+	21946	0.2801	0.0073	29	0.018	intra
1	14489908	14510990	1	15524944	15546106	-	21082	0.2560	0.0320	138	0.092	intra
1	14490008	14511302	1	15069292	15091362	+	21294	0.2426	0.0071	33	0.022	intra
1	14581728	14610582	1	15052808	15082350	-	28854	0.2735	0.0031	16	0.008	intra
1	14582424	14602998	1	14830688	14851622	-	20574	0.2575	0.0119	50	0.034	intra
1	14657404	14697242	1	14969924	15009274	-	39350	0.2696	0.0155	110	0.039	intra
1	14657412	14685622	1	14695284	14724002	-	28210	0.2817	0.0647	319	0.158	intra
1	14657444	14679250	1	14908804	14929938	-	21134	0.2691	0.0225	91	0.060	intra
1	14657468	14746546	1	14660968	14750498	+	89078	0.3137	0.0981	1170	0.184	intra
1	14657468	14685610	1	14699228	14727770	-	28142	0.2992	0.0637	287	0.143	intra
1	14657468	14681462	1	14927140	14951254	-	23994	0.2807	0.0327	140	0.082	intra
1	14657476	14685618	1	14996212	15025090	-	28142	0.2913	0.0245	115	0.057	intra
1	14657496	14685622	1	14708192	14736802	-	28126	0.2836	0.0840	409	0.204	intra
1	14657508	14743842	1	14659256	14745650	+	86334	0.3376	0.1608	1653	0.268	intra
1	14657508	14688054	1	14714232	14744598	-	30366	0.2586	0.0738	436	0.201	intra
1	14657508	14685302	1	14942236	14970538	-	27794	0.2951	0.0383	174	0.088	intra
1	14657508	14696530	1	14987808	15027006	-	39022	0.2777	0.0154	104	0.037	intra
1	14657512	14682462	1	14885236	14910278	-	24950	0.2846	0.0283	123	0.069	intra
1	14657512	14677530	1	14926976	14947134	-	20018	0.2907	0.0373	129	0.090	intra
1	14657512	14681670	1	15009776	15034298	-	24158	0.2810	0.0512	220	0.127	intra
1	14657528	14685302	1	15009788	15037562	-	27774	0.2566	0.0448	247	0.125	intra
1	14657556	14685670	1	14940924	14969698	-	28114	0.2955	0.0323	148	0.074	intra
1	14657556	14697242	1	14969924	15010350	-	39686	0.2976	0.0189	117	0.041	intra
1	14657576	14685622	1	14947484	14975498	-	28014	0.2717	0.0324	167	0.083	intra
1	14657584	14682214	1	14718156	14742862	-	24630	0.2921	0.0903	374	0.213	intra
1	14657584	14682594	1	15009776	15034826	-	25010	0.2717	0.0402	187	0.105	intra
1	14657592	14683374	1	14717936	14744038	-	25782	0.2829	0.0824	372	0.202	intra
1	14657592	14683850	1	15009776	15035770	-	25994	0.2962	0.0458	195	0.105	intra
1	14657608	14685610	1	14692892	14721322	-	28002	0.2817	0.0478	234	0.117	intra
1	14657624	14732706	1	14670596	14745594	+	74998	0.2988	0.1032	1133	0.211	intra
1	14657624	14677822	1	15009788	15029942	-	20154	0.2758	0.0384	144	0.100	intra
1	14657628	14685610	1	14927036	14954962	-	27926	0.2879	0.0406	192	0.096	intra
1	14657628	14685670	1	14956004	14984566	-	28042	0.2874	0.0338	161	0.080	intra
1	14657628	14685622	1	14986564	15015014	-	27994	0.3221	0.0312	125	0.063	intra
1	14657628	14685622	1	15024724	15053078	-	27994	0.2623	0.0319	172	0.086	intra
1	14657644	14685622	1	14691484	14719226	-	27742	0.2889	0.0587	275	0.139	intra
1	14657644	14685622	1	14928272	14956514	-	27978	0.2787	0.0381	189	0.095	intra
1	14657644	14685670	1	14960112	14988818	-	28026	0.2817	0.0333	163	0.081	intra
1	14657648	14685622	1	14696068	14724398	-	27974	0.2999	0.0826	369	0.185	intra
1	14657648	14684358	1	15009776	15036490	-	26710	0.2597	0.0399	209	0.110	intra
1	14657652	14680866	1	14927036	14950106	-	23070	0.2580	0.0318	147	0.089	intra
1	14657652	14696530	1	14993816	15032574	-	38758	0.2637	0.0246	177	0.064	intra
1	14657660	14683510	1	14685920	14712090	-	25850	0.2863	0.0496	221	0.120	intra
1	14657668	14730954	1	14672212	14745594	+	73286	0.2948	0.0853	936	0.179	intra
1	14657668	14685622	1	14685736	14713994	-	27954	0.2886	0.0519	245	0.123	intra
1	14657668	14680074	1	14927036	14948662	-	21626	0.2951	0.0427	155	0.100	intra
1	14657672	14685622	1	14696864	14725494	-	27950	0.3069	0.0884	381	0.191	intra
1	14657672	14678774	1	14816616	14837642	+	21026	0.2685	0.0210	85	0.057	intra
1	14657688	14733342	1	14669656	14745594	+	75654	0.2725	0.0819	1034	0.191	intra
1	14657740	14696274	1	14696416	14735614	-	38534	0.2975	0.0461	278	0.101	intra
1	14657740	14683554	1	14885240	14910686	-	25446	0.2593	0.0327	164	0.090	intra
1	14657740	14685622	1	14933212	14960950	-	27738	0.3142	0.0339	140	0.071	intra
1	14657756	14685610	1	14699900	14728698	-	27854	0.2926	0.0668	308	0.155	intra
1	14657756	14685302	1	14951180	14979030	-	27546	0.2997	0.0320	141	0.072	intra
1	14657796	14683046	1	14908792	14934210	-	25250	0.2792	0.0197	89	0.049	intra
1	14657796	14685618	1	14949760	14978082	-	27822	0.2619	0.0264	142	0.071	intra
1	14657808	14725382	1	14677660	14745594	+	67574	0.2735	0.0577	654	0.135	intra
1	14657816	14685302	1	14804580	14831638	+	27058	0.2592	0.0380	202	0.105	intra
1	14657820	14685450	1	14717960	14745558	-	27598	0.2747	0.0759	380	0.193	intra
1	14657956	14678854	1	14685736	14706682	-	20898	0.3024	0.0489	166	0.111	intra
1	14657956	14685670	1	14947916	14976382	-	27714	0.3028	0.0378	165	0.083	intra
1	14657968	14681518	1	14908804	14932138	-	23334	0.2887	0.0209	84	0.050	intra
1	14657976	14685490	1	14804104	14831638	+	27514	0.2931	0.0406	185	0.094	intra
1	14657976	14685622	1	14954440	14982950	-	27646	0.2930	0.0330	151	0.076	intra
1	14658128	14685582	1	15025680	15053226	-	27454	0.2635	0.0281	148	0.075	intra
1	14658132	14685582	1	14686840	14714162	-	27322	0.2994	0.0516	226	0.116	intra
1	14658132	14685622	1	14948948	14976798	-	27490	0.3062	0.0338	144	0.073	intra
1	14658252	14685318	1	14810740	14837558	+	26818	0.2917	0.0272	122	0.064	intra
1	14658284	14687514	1	14882084	14910714	-	28630	0.2630	0.0230	126	0.062	intra
1	14658284	14697114	1	14999412	15038074	-	38662	0.2721	0.0327	225	0.081	intra
1	14658452	14685386	1	14804104	14830770	+	26666	0.2788	0.0471	224	0.118	intra
1	14658476	14685478	1	14971552	14998774	-	27002	0.2817	0.0220	104	0.054	intra
1	14658644	14685582	1	14687344	14714162	-	26818	0.2878	0.0499	228	0.119	intra
1	14658824	14687514	1	14882084	14910714	-	28630	0.2669	0.0243	131	0.064	intra
1	14658896	14685490	1	14718564	14745594	-	26594	0.3089	0.0941	384	0.202	intra
1	14659056	14734762	1	14669912	14745422	+	75510	0.2761	0.0680	842	0.156	intra
1	14659228	14712782	1	14999412	15053226	-	53554	0.2601	0.0149	146	0.038	intra
1	14659252	14685622	1	14972124	14998762	-	26370	0.3113	0.0290	116	0.062	intra
1	14659280	14685450	1	15011660	15037562	-	25902	0.2922	0.0478	207	0.112	intra
1	14659388	14685150	1	14804104	14829706	+	25602	0.2722	0.0359	170	0.093	intra
1	14659568	14685654	1	14688776	14715598	-	26086	0.2998	0.0517	217	0.116	intra
1	14659588	14680806	1	14816624	14837642	+	21018	0.2847	0.0263	98	0.065	intra
1	14659692	14685142	1	14719820	14745650	-	25450	0.2731	0.0716	336	0.185	intra
1	14659692	14685242	1	14885156	14910642	-	25486	0.2559	0.0264	135	0.074	intra
1	14659880	14735866	1	14669936	14745650	+	75714	0.2802	0.0869	1057	0.195	intra
1	14659888	14685450	1	14973004	14998774	-	25562	0.2757	0.0235	109	0.060	intra
1	14659952	14685610	1	14720452	14745650	-	25198	0.2966	0.0709	293	0.163	intra
1	14660200	14685610	1	14804104	14829386	+	25282	0.2787	0.0371	168	0.093	intra
1	14660204	14698094	1	14999900	15037906	-	37890	0.2634	0.0281	198	0.073	intra
1	14660344	14685622	1	15028028	15053226	-	25198	0.2946	0.0326	136	0.076	intra
1	14660356	14685622	1	14973796	14998774	-	24978	0.3132	0.0302	114	0.064	intra
1	14660624	14736514	1	14669728	14745462	+	75734	0.2713	0.0963	1224	0.226	intra
1	14660648	14685442	1	14886016	14910642	-	24626	0.2746	0.0208	94	0.053	intra
1	14660660	14707726	1	15006604	15053226	+	46622	0.2722	0.0090	73	0.022	intra
1	14660672	14685450	1	15012932	15038074	-	24778	0.2749	0.0399	181	0.102	intra
1	14660984	14685658	1	14804112	14828446	+	24334	0.2653	0.0376	176	0.101	intra
1	14661444	14737162	1	14670384	14745594	+	75210	0.2542	0.1132	1557	0.290	intra
1	14661576	14685610	1	14720780	14745594	-	24034	0.2625	0.0581	273	0.159	intra
1	14661576	14685450	1	15014028	15037490	-	23462	0.2791	0.0393	166	0.099	intra
1	14661600	14685622	1	14721880	14745594	-	23714	0.2539	0.0588	285	0.168	intra
1	14661600	14685482	1	14886708	14910642	-	23882	0.2522	0.0179	88	0.052	intra
1	14662668	14700626	1	14708036	14746754	-	37958	0.2943	0.0522	316	0.117	intra
1	14664188	14745434	1	14906752	14988678	+	81246	0.2839	0.0346	441	0.076	intra
1	14664440	14718754	1	14999520	15053226	+	53706	0.3304	0.0272	188	0.049	intra
1	14667964	14745902	1	14906832	14985014	+	77938	0.2784	0.0341	429	0.077	intra
1	14667972	14704526	1	14804104	14840586	-	36482	0.2801	0.0222	139	0.053	intra
1	14669656	14738434	1	14677380	14745594	+	68214	0.3207	0.1619	1628	0.334	intra
1	14669696	14739198	1	14676312	14745594	+	69282	0.3005	0.1465	1501	0.303	intra
1	14669728	14700626	1	14708036	14738570	-	30534	0.2750	0.0577	316	0.145	intra
1	14670048	14746546	1	14674660	14750498	+	75838	0.3281	0.1269	1216	0.224	intra
1	14671064	14714162	1	15009892	15053106	+	43098	0.2622	0.0179	143	0.046	intra
1	14671344	14709098	1	15016204	15053226	+	37022	0.2787	0.0181	116	0.044	intra
1	14672828	14745902	1	14915296	14987702	+	72406	0.2763	0.0362	431	0.083	intra
1	14673268	14745902	1	14923588	14997030	+	72634	0.2914	0.0369	408	0.079	intra
1	14674600	14705794	1	15007148	15038074	+	30926	0.2919	0.0434	221	0.100	intra
1	14675684	14719378	1	15009892	15053226	+	43334	0.2867	0.0272	193	0.062	intra
1	14675844	14719838	1	14804112	14847730	-	43618	0.2768	0.0292	219	0.070	intra
1	14676024	14727906	1	15001236	15053214	+	51882	0.2711	0.0335	302	0.081	intra
1	14677316	14745430	1	14930052	14998762	+	68114	0.3094	0.0385	367	0.075	intra
1	14677848	14725090	1	15006088	15053226	+	47138	0.2752	0.0363	294	0.087	intra
1	14678108	14745902	1	14903844	14970882	+	67038	0.2787	0.0330	362	0.076	intra
1	14679072	14745502	1	14898688	14965038	+	66350	0.2873	0.0308	321	0.068	intra
1	14680012	14745902	1	14903844	14969602	+	65758	0.2747	0.0270	297	0.063	intra
1	14681292	14745902	1	14898688	14962858	+	64170	0.2891	0.0316	316	0.069	intra
1	14681640	14714022	1	14713040	14745594	+	32382	0.2905	0.0784	419	0.181	intra
1	14682232	14745902	1	14903844	14966774	+	62930	0.3015	0.0365	337	0.075	intra
1	14683028	14730026	1	15006604	15053106	+	46502	0.2789	0.0412	324	0.098	intra
1	14684792	14745902	1	14908916	14970710	+	61110	0.2864	0.0367	356	0.082	intra
1	14685736	14727610	1	14703704	14745114	+	41410	0.2733	0.0966	703	0.238	intra
1	14685740	14725886	1	14705140	14745142	+	40002	0.2797	0.0836	571	0.200	intra
1	14685740	14743990	1	14978828	15037334	+	58250	0.2985	0.0529	462	0.111	intra
1	14685768	14712418	1	14718740	14745114	+	26374	0.2877	0.0882	397	0.211	intra
1	14685768	14745574	1	14968644	15028654	+	59806	0.3146	0.0550	454	0.106	intra
1	14685776	14726814	1	14704380	14745142	+	40762	0.2833	0.0909	620	0.213	intra
1	14685776	14713994	1	15025532	15053050	+	27518	0.3137	0.0302	124	0.063	intra
1	14685792	14745902	1	14937228	14997850	+	60110	0.2914	0.0445	415	0.097	intra
1	14685820	14727746	1	15011572	15053214	+	41642	0.2667	0.0413	312	0.105	intra
1	14685920	14713174	1	14804112	14831474	-	27254	0.2822	0.0325	155	0.080	intra
1	14685944	14721914	1	15016528	15053214	+	35970	0.3035	0.0380	209	0.081	intra
1	14685968	14740322	1	14983900	15038074	+	54174	0.2928	0.0514	433	0.112	intra
1	14685988	14720650	1	14711096	14745574	+	34478	0.2680	0.0540	342	0.139	intra
1	14685988	14706730	1	14804064	14824646	-	20582	0.2718	0.0408	159	0.108	intra
1	14686084	14743042	1	14980612	15037490	+	56878	0.2785	0.0422	399	0.098	intra
1	14686196	14714018	1	14804112	14831474	-	27362	0.2880	0.0351	163	0.083	intra
1	14686196	14745594	1	14972048	15032106	+	59398	0.2860	0.0477	452	0.107	intra
1	14686208	14734322	1	14989432	15037490	+	48058	0.3124	0.0438	300	0.087	intra
1	14686236	14711502	1	14720000	14745414	+	25266	0.2690	0.0728	346	0.192	intra
1	14686236	14745902	1	14931828	14992446	+	59666	0.2816	0.0373	363	0.085	intra
1	14686368	14745902	1	14959024	15018990	+	59534	0.2881	0.0343	322	0.076	intra
1	14686456	14707854	1	14804116	14825014	-	20898	0.2478	0.0314	140	0.094	intra
1	14686496	14725886	1	15014200	15053106	+	38906	0.2588	0.0350	259	0.093	intra
1	14686740	14745902	1	14927076	14986294	+	59162	0.2891	0.0430	399	0.094	intra
1	14686828	14712378	1	14804444	14829558	-	25114	0.2597	0.0299	148	0.083	intra
1	14686932	14745902	1	14885204	14943886	+	58682	0.2658	0.0310	321	0.077	intra
1	14686996	14714162	1	14717908	14745142	+	27166	0.2761	0.0788	386	0.199	intra
1	14687028	14730502	1	15009788	15053106	+	43318	0.2758	0.0400	299	0.097	intra
1	14687116	14721590	1	14804012	14837666	-	33654	0.2696	0.0348	214	0.089	intra
1	14687172	14745902	1	14921040	14979802	+	58730	0.3031	0.0452	389	0.093	intra
1	14687328	14745902	1	14927156	14985962	+	58574	0.3119	0.0488	401	0.096	intra
1	14687336	14731298	1	15009776	15053106	+	43330	0.2857	0.0389	277	0.089	intra
1	14687496	14708510	1	14804104	14825074	-	20970	0.2803	0.0374	142	0.095	intra
1	14687804	14714014	1	14717908	14743990	+	26082	0.2669	0.0726	359	0.193	intra
1	14687804	14714022	1	14805524	14831638	-	26114	0.2498	0.0265	143	0.077	intra
1	14687940	14745902	1	14908760	14966774	+	57962	0.2861	0.0357	330	0.080	intra
1	14688072	14722066	1	14804104	14837666	-	33562	0.2662	0.0334	208	0.087	intra
1	14688280	14732046	1	15009776	15053214	+	43438	0.2681	0.0351	274	0.088	intra
1	14688768	14745902	1	14927036	14984066	+	57030	0.2837	0.0496	458	0.112	intra
1	14688900	14713790	1	14718252	14742970	+	24718	0.3058	0.0833	323	0.183	intra
1	14689212	14732998	1	15009784	15053214	+	43430	0.2832	0.0432	312	0.101	intra
1	14689564	14745902	1	14927036	14983118	+	56082	0.2834	0.0493	449	0.112	intra
1	14690184	14745434	1	14885156	14940714	+	55250	0.2766	0.0232	216	0.055	intra
1	14690472	14714050	1	15009780	15033818	+	23578	0.2690	0.0560	250	0.148	intra
1	14690652	14745470	1	14927140	14982042	+	54818	0.2835	0.0513	457	0.117	intra
1	14690676	14734322	1	15009780	15053106	+	43326	0.2659	0.0327	257	0.083	intra
1	14690680	14745322	1	14908804	14963582	+	54642	0.2658	0.0343	333	0.085	intra
1	14690816	14745090	1	14920220	14973974	+	53754	0.3084	0.0471	364	0.095	intra
1	14691268	14745902	1	14897744	14952478	+	54634	0.2579	0.0275	278	0.071	intra
1	14691408	14725182	1	14804112	14837582	-	33470	0.2759	0.0363	215	0.090	intra
1	14691788	14745470	1	14927320	14981446	+	53682	0.2695	0.0454	426	0.111	intra
1	14691956	14745902	1	14908792	14962858	+	53946	0.2839	0.0334	293	0.076	intra
1	14692236	14735226	1	15010056	15053214	+	42990	0.2734	0.0326	245	0.080	intra
1	14692416	14745434	1	14927140	14980778	+	53018	0.2537	0.0425	427	0.113	intra
1	14692436	14736514	1	15009788	15053226	+	43438	0.3086	0.0402	256	0.083	intra
1	14692748	14745902	1	14908792	14961610	+	52818	0.2854	0.0307	262	0.069	intra
1	14693348	14736514	1	15009936	15053226	+	43166	0.2540	0.0305	254	0.082	intra
1	14693588	14745902	1	14927036	14978930	+	51894	0.2859	0.0434	364	0.098	intra
1	14693692	14728050	1	14804112	14837366	-	33254	0.2808	0.0348	200	0.084	intra
1	14693872	14737698	1	15009776	15053106	+	43330	0.2530	0.0292	245	0.079	intra
1	14694200	14745902	1	14927036	14978698	+	51662	0.2636	0.0416	388	0.105	intra
1	14694496	14728310	1	14804012	14837582	-	33570	0.2692	0.0319	196	0.082	intra
1	14694808	14738890	1	15009768	15053214	+	43446	0.2661	0.0333	262	0.084	intra
1	14695156	14750010	1	14885300	14939718	+	54418	0.2808	0.0265	238	0.061	intra
1	14695232	14729650	1	14804012	14837666	-	33654	0.2951	0.0401	217	0.090	intra
1	14695284	14745434	1	14927144	14976986	+	49842	0.3242	0.0565	377	0.106	intra
1	14695616	14739258	1	15009776	15053214	+	43438	0.2760	0.0372	279	0.090	intra
1	14695748	14745558	1	14908852	14958714	+	49810	0.2714	0.0256	222	0.062	intra
1	14695912	14745482	1	14927144	14976618	+	49474	0.2832	0.0440	358	0.101	intra
1	14695944	14729974	1	14804012	14837666	-	33654	0.2696	0.0300	184	0.077	intra
1	14696040	14745902	1	14908804	14958114	+	49310	0.2781	0.0263	219	0.062	intra
1	14696088	14740298	1	15009776	15053214	+	43438	0.2789	0.0322	238	0.077	intra
1	14696896	14745434	1	14927172	14975938	+	48538	0.3123	0.0490	339	0.098	intra
1	14696896	14740954	1	15009788	15053214	+	43426	0.2901	0.0367	256	0.083	intra
1	14697384	14730794	1	14804112	14837510	-	33398	0.2725	0.0343	206	0.086	intra
1	14697500	14745902	1	14908760	14956546	+	47786	0.2822	0.0359	284	0.083	intra
1	14697692	14731590	1	14804548	14837522	-	32974	0.2619	0.0262	164	0.070	intra
1	14698112	14750010	1	14885216	14936710	+	51494	0.2871	0.0254	210	0.057	intra
1	14698636	14745410	1	14927172	14973974	+	46774	0.2734	0.0467	379	0.113	intra
1	14698648	14732506	1	14804112	14837350	-	33238	0.2817	0.0273	156	0.066	intra
1	14699124	14745558	1	14927036	14973174	+	46138	0.2832	0.0426	325	0.099	intra
1	14699768	14733622	1	14804112	14837502	-	33390	0.2767	0.0268	158	0.066	intra
1	14699888	14745902	1	14927076	14972706	+	45630	0.3225	0.0557	346	0.106	intra
1	14700356	14734038	1	14804012	14837562	-	33550	0.2468	0.0210	144	0.060	intra
